,Modularity,n-cut,Conductance
88,0.007283402353007222,0.993452389315873,0.993452389315873
89,0.007283402353007222,0.9918506756149444,0.9918506756149444
90,0.007283402353007222,0.99152977412731,0.99152977412731
91,0.007283402353007222,0.9931720535539194,0.9931720535539194
92,0.007283402353007222,0.9939411779135084,0.9939411779135084
93,0.007283402353007222,0.9930771981811679,0.9930771981811679
94,0.007283402353007222,0.9899849774661993,0.9899849774661993
95,0.007283402353007222,0.9930573769227209,0.9930573769227209
96,0.007283402353007222,0.9949604676686004,0.9949604676686004
97,0.007283402353007222,0.9905012629406952,0.9905012629406952
98,0.007283402353007222,0.9910744133181788,0.9910744133181788
99,0.007283402353007222,0.9937323464527967,0.9937323464527967
